participant,presentationnum,verb,condition,item,targword,question,yesno,list,version,index,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
A30VAYXB85107X,46,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,1,IS,IS,2,0.180,0,0.180,1.69863945578,127.007,128.09,0.038,123.93,0.073,127.768,125.981,--undefined--,--undefined--,59.430,69.092
A30VAYXB85107X,46,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,1,sp,sp,1,0.180,0,0.180,1.87823129252,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.848,30.691
A30VAYXB85107X,46,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,1,KICKING,KICKING,5,0.419,0,0.419,2.05782312925,128.353,150.34,0.094,116.30,0.159,146.772,125.403,134.815,123.595,57.602,73.353
A30VAYXB85107X,46,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,1,LAURIE,LAURIE,4,0.429,0,0.429,2.4768707483,122.367,132.43,0.157,82.25,0.285,123.868,129.454,104.500,120.889,61.110,68.135
A30VAYXB85107X,46,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,1,sp,sp,0,0.429,0,0.429,2.90589569161,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.972,34.554
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,sp,sp,1,0.419,0,0.419,0.0124716553288,153.147,153.15,0.419,153.15,0.419,--undefined--,--undefined--,--undefined--,153.147,30.002,43.465
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,NO,NO,2,0.359,0,0.359,0.431519274376,123.767,153.15,0.003,110.01,0.269,135.246,124.079,116.380,117.152,65.503,70.476
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,sp,sp,1,0.259,0,0.259,0.790702947846,121.385,122.23,0,120.18,0.015,121.385,--undefined--,--undefined--,--undefined--,36.209,60.309
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,BILLY,BILLY,4,0.299,0,0.299,1.05011337868,140.746,157.49,0.299,126.08,0.098,137.071,128.021,141.003,154.930,64.038,70.480
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,IS,IS,2,0.160,0,0.160,1.34943310658,156.398,158.02,0.013,153.04,0.036,156.452,153.042,--undefined--,--undefined--,57.621,67.051
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,KISSING,KISSING,5,0.399,0,0.399,1.50907029478,141.186,161.29,0.086,117.15,0.362,158.864,145.242,147.108,132.150,60.504,70.448
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,ANDY,ANDY,4,0.549,0,0.549,1.90816326531,119.047,133.91,0.095,78.91,0.447,129.549,120.084,121.045,89.037,59.554,66.968
A30VAYXB85107X,49,ItemBilly,Patient,Kiss,ISBILLYKISSINGLAURIE,no,ListA,VersionC,nonrhyming,1,sp,sp,0,0.279,0,0.279,2.45691609977,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,32.352,39.660
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,sp,sp,1,0.728,0,0.728,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.877,39.062
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,NO,NO,2,0.379,0,0.379,0.740816326531,124.760,152.55,0.011,109.55,0.281,137.083,131.937,118.434,112.041,65.824,71.982
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,sp,sp,1,0.110,0,0.110,1.11995464853,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38.156,43.366
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,DORY,DORY,4,0.639,0,0.639,1.22970521542,128.051,137.29,0.134,114.73,0.639,130.559,124.823,129.371,127.106,64.399,73.980
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,IS,IS,2,0.170,0,0.170,1.86825396825,112.281,114.73,0,109.19,0.064,113.456,110.401,--undefined--,--undefined--,58.258,68.408
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,POKING,POKING,5,0.459,0,0.459,2.03786848073,114.635,125.79,0.094,106.14,0.184,124.006,112.602,114.037,114.165,54.803,68.578
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,DONNY,DONNY,4,0.449,0,0.449,2.49682539683,107.513,115.73,0.018,99.34,0.296,109.814,106.686,104.918,109.219,60.258,68.066
A30VAYXB85107X,51,ItemDory,Agent,Poke,ISCOREYPOKINGDONNY,no,ListA,VersionC,nonrhyming,1,sp,sp,0,0.249,0,0.249,2.94580498866,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.500,33.110
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,sp,sp,1,0.479,0,0.479,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.772,33.538
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,YES,YES,3,0.519,0,0.519,0.491383219955,116.870,139.70,0.020,92.92,0.154,127.397,106.341,--undefined--,--undefined--,58.788,68.342
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,sp,sp,1,0.239,0,0.239,1.01020408163,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.413,35.010
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,BONNIE,BONNIE,4,0.329,0,0.329,1.24965986395,127.756,140.72,0.071,122.37,0.210,138.261,126.313,124.629,130.297,64.193,74.875
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,IS,IS,2,0.190,0,0.190,1.57891156463,133.383,135.60,0.057,130.73,0,132.594,134.255,133.062,--undefined--,65.562,71.518
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,KICKING,KICKING,5,0.409,0,0.409,1.76848072562,134.159,142.18,0.103,124.16,0.157,142.180,133.413,136.794,133.192,59.380,72.021
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,LAURIE,LAURIE,4,0.429,0,0.429,2.17755102041,121.928,132.08,0,112.71,0.278,128.783,121.859,117.182,119.076,63.793,69.559
A30VAYXB85107X,52,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,2,sp,sp,0,0.359,0,0.359,2.60657596372,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.144,36.730
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.668,0,0.668,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.054,46.098
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,NO,NO,2,0.359,0,0.359,0.680952380952,120.817,133.92,0.100,104.61,0.342,128.762,128.191,115.868,109.427,65.719,72.031
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.050,0,0.050,1.04013605442,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.263,39.105
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,SANDY,SANDY,5,0.629,0,0.629,1.09002267574,130.320,141.65,0.262,124.59,0.626,--undefined--,134.338,128.648,130.539,69.459,74.336
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,IS,IS,2,0.249,0,0.249,1.71859410431,120.449,125.29,0.013,110.06,0.114,123.981,116.554,--undefined--,--undefined--,59.340,69.170
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,PULLING,PULLING,5,0.429,0,0.429,1.96802721088,118.201,131.26,0.104,109.39,0.316,131.114,122.094,118.196,113.377,61.106,69.955
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,TORI,TORI,4,0.459,0,0.459,2.3970521542,113.417,132.75,0.125,106.03,0.140,110.925,114.404,110.530,116.024,59.864,69.016
A30VAYXB85107X,53,ItemSandy,Agent,Pull,ISMANDYPULLINGTORI,no,ListA,VersionC,nonrhyming,2,sp,sp,0,0.200,0,0.200,2.85600907029,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,34.809,41.313
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,sp,sp,1,0.329,0,0.329,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.764,31.859
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,YES,YES,3,0.599,0,0.599,0.341723356009,127.274,144.36,0.071,112.77,0.229,133.894,119.912,--undefined--,--undefined--,57.932,70.167
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,sp,sp,1,0.419,0,0.419,0.940362811791,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.224,33.024
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,DORY,DORY,4,0.299,0,0.299,1.35941043084,130.527,139.56,0.060,126.39,0.113,134.716,128.018,129.778,132.209,68.013,73.921
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,IS,IS,2,0.160,0,0.160,1.65873015873,128.705,132.33,0,125.20,0.052,130.392,126.250,--undefined--,--undefined--,62.048,72.342
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,POKING,POKING,5,0.349,0,0.349,1.81836734694,125.247,142.69,0.073,112.64,0.323,138.283,123.392,123.833,124.232,54.780,72.081
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,DONNY,DONNY,4,0.519,0,0.519,2.16757369615,116.631,128.70,0.074,109.47,0.326,119.688,115.853,114.321,118.779,56.698,65.995
A30VAYXB85107X,55,ItemDory,YesControl,Poke,ISDORYPOKINGDONNY,yes,ListA,VersionC,nonrhyming,2,sp,sp,0,0.279,0,0.279,2.68639455782,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.801,33.234
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,sp,sp,1,0.499,0,0.499,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.665,42.791
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,YES,YES,3,0.489,0,0.489,0.511337868481,128.218,137.86,0.062,109.29,0.212,135.116,125.706,119.361,--undefined--,61.734,72.649
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,sp,sp,1,0.040,0,0.040,1.00022675737,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.901,31.174
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,BONNIE,BONNIE,4,0.339,0,0.339,1.04013605442,133.583,141.24,0.236,127.53,0.112,132.566,130.116,133.878,137.198,67.690,73.854
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,IS,IS,2,0.180,0,0.180,1.37936507937,134.966,138.78,0.002,131.24,0.061,137.159,132.035,--undefined--,--undefined--,61.529,72.124
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,KICKING,KICKING,5,0.419,0,0.419,1.5589569161,133.523,151.47,0.084,122.81,0.419,150.200,133.424,136.097,126.932,60.211,73.185
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,LAURIE,LAURIE,4,0.419,0,0.419,1.97800453515,117.591,124.26,0.058,104.09,0.273,123.050,119.983,111.816,114.713,62.577,66.738
A30VAYXB85107X,56,ItemBonnie,YesControl,Kick,ISBONNIEKICKINGLAURIE,yes,ListA,VersionC,nonrhyming,3,sp,sp,0,0.519,0,0.519,2.3970521542,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.758,35.746
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.379,0,0.379,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.365,42.057
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,NO,NO,2,0.349,0,0.349,0.391609977324,127.396,144.01,0.012,116.37,0.253,140.385,130.841,119.590,119.861,67.123,72.061
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.459,0,0.459,0.740816326531,137.968,159.73,0.223,123.41,0,123.479,158.481,136.963,138.136,42.357,61.762
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,BILLY,BILLY,4,0.419,0,0.419,1.19977324263,133.511,151.40,0.044,120.32,0.419,146.696,134.625,134.191,123.464,69.288,79.868
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,IS,IS,2,0.239,0,0.239,1.61882086168,115.339,120.44,0.0002,112.11,0.105,117.640,113.490,112.742,--undefined--,60.732,68.831
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,KISSING,KISSING,5,0.499,0,0.499,1.85827664399,124.595,147.62,0.296,110.79,0.156,118.688,112.309,133.707,123.058,62.105,71.256
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.220,0,0.220,2.35714285714,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,35.097,38.712
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,ANDY,ANDY,4,0.439,0,0.439,2.57664399093,118.992,136.61,0.027,107.95,0.331,127.331,116.188,115.881,118.132,62.012,69.099
A30VAYXB85107X,59,ItemBilly,Agent,Kiss,ISWILLYKISSINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,0,0.140,0,0.140,3.0156462585,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,36.054,45.708
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.659,0,0.659,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.333,36.661
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,NO,NO,2,0.449,0,0.449,0.670975056689,128.671,154.23,0.013,115.10,0.296,142.131,132.272,117.387,123.892,66.606,73.359
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.080,0,0.080,1.11995464853,132.698,134.51,0.044,129.91,0,131.424,133.155,134.428,--undefined--,48.775,60.537
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,SANDY,SANDY,5,0.479,0,0.479,1.19977324263,131.765,148.03,0.225,120.80,0.344,--undefined--,144.374,127.642,133.788,65.301,73.931
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,IS,IS,2,0.210,0,0.210,1.67868480726,136.705,138.24,0.033,130.41,0.106,138.017,135.961,130.416,137.060,62.906,71.170
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,PULLING,PULLING,5,0.369,0,0.369,1.88820861678,137.126,158.45,0.096,129.18,0.178,158.447,135.492,133.550,142.058,60.375,69.133
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,TORI,TORI,4,0.519,0,0.519,2.25736961451,116.077,169.78,0.137,68.41,0.252,133.520,100.464,138.126,114.586,58.457,69.041
A30VAYXB85107X,62,ItemSandy,Patient,Pull,ISSANDYPULLINGLONNIE,no,ListA,VersionC,nonrhyming,2,sp,sp,0,0.239,0,0.239,2.77619047619,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.511,38.802
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,sp,sp,1,0.379,0,0.379,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28.959,36.176
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,YES,YES,3,0.419,0,0.419,0.391609977324,130.361,156.27,0.011,117.53,0.206,139.642,122.494,124.594,--undefined--,62.561,71.845
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,sp,sp,1,0.040,0,0.040,0.810657596372,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,32.343,33.593
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,BILLY,BILLY,4,0.289,0,0.289,0.850566893424,139.356,156.44,0.037,135.17,0.118,148.487,136.056,138.216,138.055,67.189,72.466
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,IS,IS,2,0.140,0,0.140,1.13990929705,135.629,139.00,0.001,130.72,0.047,137.662,131.773,--undefined--,136.961,65.834,71.758
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,KISSING,KISSING,5,0.369,0,0.369,1.27959183673,133.813,145.62,0.103,123.65,0.318,136.986,135.636,--undefined--,131.511,60.150,72.828
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,ANDY,ANDY,4,0.449,0,0.449,1.64875283447,121.166,128.60,0.024,112.93,0.424,125.111,121.179,122.957,114.949,61.493,69.660
A30VAYXB85107X,63,ItemBilly,YesControl,Lift,ISBILLYKISSINGANDY,yes,ListA,VersionC,nonrhyming,3,sp,sp,0,0.309,0,0.309,2.0977324263,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,33.088,37.098
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.529,0,0.529,0.0124716553288,146.550,146.55,0.529,146.55,0.529,--undefined--,--undefined--,--undefined--,146.550,26.746,53.340
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,NO,NO,2,0.389,0,0.389,0.54126984127,126.235,146.55,0.002,110.91,0.251,137.670,124.415,114.592,128.264,66.839,71.451
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.130,0,0.130,0.930385487528,132.467,134.27,0.010,130.23,0.023,132.467,--undefined--,--undefined--,--undefined--,40.045,55.113
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,BONNIE,BONNIE,4,0.279,0,0.279,1.06009070295,123.942,140.74,0.033,119.62,0.171,129.058,121.156,121.384,126.253,67.711,75.412
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,IS,IS,2,0.190,0,0.190,1.33945578231,126.284,127.04,0.061,124.82,0.084,126.484,126.056,--undefined--,--undefined--,64.226,70.096
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,KICKING,KICKING,5,0.429,0,0.429,1.52902494331,129.847,143.14,0.095,123.18,0.170,140.134,129.897,132.636,126.607,58.291,71.290
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,LAURIE,LAURIE,4,0.479,0,0.479,1.95804988662,127.536,147.25,0.173,111.56,0.409,129.928,141.522,116.844,119.162,64.359,71.387
A30VAYXB85107X,65,ItemBonnie,Patient,Kick,ISBONNIEKICKINGANDY,no,ListA,VersionC,nonrhyming,2,sp,sp,0,0.200,0,0.200,2.43696145125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.690,34.509
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.579,0,0.579,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.015,42.790
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,NO,NO,2,0.289,0,0.289,0.591156462585,120.114,150.40,0.034,102.97,0.122,136.960,115.622,114.799,119.786,64.588,69.217
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.190,0,0.190,0.880498866213,132.709,136.99,0.094,126.01,0,131.661,133.333,136.987,--undefined--,45.269,63.521
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,DORY,DORY,4,0.359,0,0.359,1.07006802721,133.589,148.34,0.055,126.70,0.137,146.000,129.963,132.158,133.134,68.023,74.298
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,IS,IS,2,0.140,0,0.140,1.42925170068,131.467,135.29,0.136,129.06,0.035,130.386,130.136,--undefined--,135.271,65.609,72.282
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,sp,sp,1,0.030,0,0.030,1.56893424036,135.291,135.29,0,135.29,0,135.291,--undefined--,--undefined--,--undefined--,40.794,44.780
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,POKING,POKING,5,0.479,0,0.479,1.59886621315,137.168,163.13,0.066,109.15,0.476,156.863,145.398,137.659,120.882,61.631,73.051
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,DONNY,DONNY,4,0.449,0,0.449,2.07777777778,106.658,127.34,0.017,97.34,0.317,108.024,103.349,105.499,110.449,62.491,70.234
A30VAYXB85107X,68,ItemDory,Verb,Kick,ISDORYKICKINGDONNY,no,ListA,VersionC,nonrhyming,2,sp,sp,0,0.210,0,0.210,2.52675736961,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,30.724,37.231
A30VAYXB85107X,69,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListA,VersionC,nonrhyming,3,sp,sp,1,0.718,0,0.718,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.566,35.348
A30VAYXB85107X,69,ItemSandy,YesControl,Pull,ISSANDYPULLINGTORI,yes,ListA,VersionC,nonrhyming,3,YES,YES,3,0.459,0,0.459,0.730839002268,124.977,160.79,0.023,85.08,0.199,139.489,115.689,106.922,--undefined--,62.569,72.959
