participant,presentationnum,verb,condition,item,targword,question,yesno,list,version,index,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
IsDannyLiftingWally,LIFTING,LIFTING,6,0.359,0,0.359,0.860544217687,178.594,218.48,0.253,132.83,0.359,184.419,186.896,211.080,157.675,58.721,69.880
IsDannyLiftingWally,WALLY,WALLY,4,0.439,0,0.439,1.21972789116,148.182,216.17,0.371,117.79,0.077,122.333,120.541,166.165,214.127,62.145,70.880
IsDannyLiftingWally,sp,sp,0,0.190,0,0.190,1.65873015873,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,17.397,21.834
IsFrannyKickingJohnny,sp,sp,1,0.309,0,0.309,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,10.479,21.547
IsFrannyKickingJohnny,IS,IS,2,0.140,0,0.140,0.321768707483,143.003,163.78,0.020,129.06,0.070,156.133,137.599,129.061,--undefined--,52.710,62.012
IsFrannyKickingJohnny,FRANNY,FRANNY,5,0.349,0,0.349,0.461451247166,154.786,202.93,0.349,129.19,0.120,--undefined--,135.308,140.626,182.165,60.095,71.562
IsFrannyKickingJohnny,KICKING,KICKING,5,0.359,0,0.359,0.810657596372,178.207,210.89,0.231,140.34,0.359,203.166,177.237,195.487,168.935,55.152,67.202
IsFrannyKickingJohnny,JOHNNY,JOHNNY,4,0.369,0,0.369,1.16984126984,149.094,234.74,0.322,94.64,0.152,139.350,104.569,138.523,213.869,61.702,71.219
IsFrannyKickingJohnny,sp,sp,0,0.150,0,0.150,1.53900226757,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,23.210,30.047
IsFrannyPullingJudy,sp,sp,1,0.359,0,0.359,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,9.602,13.322
IsFrannyPullingJudy,IS,IS,2,0.170,0,0.170,0.371655328798,135.358,156.20,0.069,120.78,0.129,--undefined--,151.764,129.597,120.859,54.082,68.775
IsFrannyPullingJudy,sp,sp,1,0.150,0,0.150,0.54126984127,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.485,55.794
IsFrannyPullingJudy,KELLY,KELLY,4,0.359,0,0.359,0.690929705215,137.085,165.58,0.320,116.69,0.132,139.047,119.077,139.280,160.807,62.066,73.418
IsFrannyPullingJudy,PULLING,PULLING,5,0.359,0,0.359,1.05011337868,142.428,163.12,0.110,107.29,0.359,--undefined--,151.157,144.952,132.702,59.786,77.216
IsFrannyPullingJudy,JUDY,JUDY,4,0.449,0,0.449,1.40929705215,146.762,270.77,0.371,103.74,0.150,108.671,106.093,161.372,261.318,57.990,68.463
IsFrannyPullingJudy,sp,sp,0,0.319,0,0.319,1.85827664399,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,15.450,22.245
IsFreddyPushingMolly,sp,sp,1,0.579,0,0.579,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,10.460,37.166
IsFreddyPushingMolly,IS,IS,2,0.190,0,0.190,0.591156462585,147.809,219.56,0.049,113.64,0.139,219.557,174.034,123.555,113.639,55.578,71.626
IsFreddyPushingMolly,sp,sp,1,0.110,0,0.110,0.780725623583,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52.955,60.467
IsFreddyPushingMolly,FREDDY,FREDDY,5,0.329,0,0.329,0.890476190476,152.455,184.72,0.270,130.22,0.114,138.750,133.560,164.162,182.313,62.931,78.499
