"","presentationnum","participant","verb","condition","word","word_num","duration","meanIntensity","meanpit"
"4517",50,"A2XM0NXWJSURRX","ItemBonnie","Verb","LAURIE",6,0.449,"44.312","99.468"
"4518",50,"A2XM0NXWJSURRX","ItemBonnie","Verb","sp",7,0.888,"23.929","--undefined--"
"4519",54,"A2XM0NXWJSURRX","ItemDory","Patient","sp",1,0.948,"27.484","114.937"
"4520",54,"A2XM0NXWJSURRX","ItemDory","Patient","NO",2,0.429,"66.758","113.714"
"4521",54,"A2XM0NXWJSURRX","ItemDory","Patient","sp",3,0.08,"68.574","127.248"
"4522",54,"A2XM0NXWJSURRX","ItemDory","Patient","DORY",4,0.379,"75.671","123.982"
"4523",54,"A2XM0NXWJSURRX","ItemDory","Patient","IS",5,0.229,"62.547","104.105"
"4524",54,"A2XM0NXWJSURRX","ItemDory","Patient","POKING",6,0.379,"70.464","102.866"
"4525",54,"A2XM0NXWJSURRX","ItemDory","Patient","DONNY",7,0.499,"48.848","97.238"
"4526",54,"A2XM0NXWJSURRX","ItemDory","Patient","sp",8,0.469,"25.587","--undefined--"
"4527",59,"A2XM0NXWJSURRX","ItemBilly","Verb","sp",1,0.838,"37.935","119.637"
"4528",59,"A2XM0NXWJSURRX","ItemBilly","Verb","NO",2,0.379,"61.875","104.564"
"4529",59,"A2XM0NXWJSURRX","ItemBilly","Verb","sp",3,0.1,"70.926","121.537"
"4530",59,"A2XM0NXWJSURRX","ItemBilly","Verb","BILLY",4,0.299,"77.625","109.337"
"4531",59,"A2XM0NXWJSURRX","ItemBilly","Verb","IS",5,0.229,"63.760","182.007"
"4532",59,"A2XM0NXWJSURRX","ItemBilly","Verb","KISSING",6,0.489,"70.431","108.616"
"4533",59,"A2XM0NXWJSURRX","ItemBilly","Verb","ANDY",7,0.499,"47.857","122.974"
"4534",59,"A2XM0NXWJSURRX","ItemBilly","Verb","sp",8,0.629,"30.741","--undefined--"
"4535",62,"A2XM0NXWJSURRX","ItemSandy","Patient","sp",1,0.898,"34.329","113.725"
"4536",62,"A2XM0NXWJSURRX","ItemSandy","Patient","NO",2,0.389,"73.389","116.101"
"4537",62,"A2XM0NXWJSURRX","ItemSandy","Patient","SANDY",3,0.439,"74.531","137.898"
"4538",62,"A2XM0NXWJSURRX","ItemSandy","Patient","IS",4,0.2,"61.815","116.736"
"4539",62,"A2XM0NXWJSURRX","ItemSandy","Patient","PULLING",5,0.399,"70.329","117.414"
"4540",62,"A2XM0NXWJSURRX","ItemSandy","Patient","TORI",6,0.549,"54.979","118.090"
"4541",62,"A2XM0NXWJSURRX","ItemSandy","Patient","sp",7,0.399,"34.308","--undefined--"
"4542",64,"A2XM0NXWJSURRX","ItemDory","Verb","sp",1,0.908,"35.494","115.610"
"4543",64,"A2XM0NXWJSURRX","ItemDory","Verb","NO",2,0.369,"72.867","107.379"
"4544",64,"A2XM0NXWJSURRX","ItemDory","Verb","DORY",3,0.359,"77.622","106.478"
"4545",64,"A2XM0NXWJSURRX","ItemDory","Verb","IS",4,0.13,"52.070","--undefined--"
"4546",64,"A2XM0NXWJSURRX","ItemDory","Verb","sp",5,0.03,"81.778","158.408"
"4547",64,"A2XM0NXWJSURRX","ItemDory","Verb","POKING",6,0.519,"70.374","126.564"
"4548",64,"A2XM0NXWJSURRX","ItemDory","Verb","DONNY",7,0.439,"46.595","150.526"
"4549",64,"A2XM0NXWJSURRX","ItemDory","Verb","sp",8,0.519,"32.657","--undefined--"
"4550",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","sp",1,0.718,"33.896","131.278"
"4551",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","YES",2,0.499,"63.974","127.413"
"4552",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","SANDY",3,0.529,"68.513","139.455"
"4553",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","IS",4,0.239,"60.036","107.011"
"4554",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","PULLING",5,0.289,"63.328","129.194"
"4555",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","TORI",6,0.459,"47.365","220.795"
"4556",66,"A2XM0NXWJSURRX","ItemSandy","YesControl","sp",7,1.058,"30.017","--undefined--"
"4557",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","sp",1,1.008,"33.312","132.123"
"4558",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","NO",2,0.369,"70.388","109.677"
"4559",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","BONNIE",3,0.309,"75.924","157.761"
"4560",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","IS",4,0.14,"62.595","142.024"
"4561",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","KICKING",5,0.419,"69.132","117.032"
"4562",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","sp",6,0.03,"73.980","110.333"
"4563",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","LAURIE",7,0.519,"48.170","100.139"
"4564",68,"A2XM0NXWJSURRX","ItemBonnie","Patient","sp",8,0.479,"29.941","--undefined--"
"4565",6,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",1,1.217,"30.747","136.749"
"4566",6,"A2XM0NXWJSURRX","ItemBilly","Agent","NO",2,0.459,"62.808","104.465"
"4567",6,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",3,0.05,"83.210","128.903"
"4568",6,"A2XM0NXWJSURRX","ItemBilly","Agent","BILLY",4,0.419,"72.174","111.744"
"4569",6,"A2XM0NXWJSURRX","ItemBilly","Agent","IS",5,0.15,"64.548","94.944"
"4570",6,"A2XM0NXWJSURRX","ItemBilly","Agent","KISSING",6,0.379,"64.501","91.831"
"4571",6,"A2XM0NXWJSURRX","ItemBilly","Agent","ANDY",7,0.499,"41.271","163.589"
"4572",6,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",8,1.307,"20.495","--undefined--"
"4573",71,"A2XM0NXWJSURRX","ItemBilly","Patient","sp",1,0.848,"34.827","118.516"
"4574",71,"A2XM0NXWJSURRX","ItemBilly","Patient","NO",2,0.349,"71.381","110.360"
"4575",71,"A2XM0NXWJSURRX","ItemBilly","Patient","BILLY",3,0.279,"75.555","142.129"
"4576",71,"A2XM0NXWJSURRX","ItemBilly","Patient","IS",4,0.19,"63.205","116.960"
"4577",71,"A2XM0NXWJSURRX","ItemBilly","Patient","KISSING",5,0.359,"64.100","102.757"
"4578",71,"A2XM0NXWJSURRX","ItemBilly","Patient","ANDY",6,0.519,"47.456","98.943"
"4579",71,"A2XM0NXWJSURRX","ItemBilly","Patient","sp",7,0.728,"29.304","--undefined--"
"4580",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","sp",1,0.848,"33.886","155.379"
"4581",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","YES",2,0.469,"61.672","139.839"
"4582",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","SANDY",3,0.519,"65.081","133.461"
"4583",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","IS",4,0.229,"54.497","143.394"
"4584",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","sp",5,0.08,"71.550","109.568"
"4585",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","PULLING",6,0.319,"60.705","92.725"
"4586",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","TORI",7,0.479,"43.779","121.512"
"4587",72,"A2XM0NXWJSURRX","ItemSandy","YesControl","sp",8,0.609,"29.782","--undefined--"
"4588",74,"A2XM0NXWJSURRX","ItemDory","Agent","sp",1,0.818,"35.495","101.837"
"4589",74,"A2XM0NXWJSURRX","ItemDory","Agent","NO",2,0.349,"52.066","97.983"
"4590",74,"A2XM0NXWJSURRX","ItemDory","Agent","sp",3,0.13,"58.217","124.880"
"4591",74,"A2XM0NXWJSURRX","ItemDory","Agent","DORY",4,0.399,"78.229","118.910"
"4592",74,"A2XM0NXWJSURRX","ItemDory","Agent","IS",5,0.229,"59.409","91.313"
"4593",74,"A2XM0NXWJSURRX","ItemDory","Agent","POKING",6,0.419,"61.325","114.408"
"4594",74,"A2XM0NXWJSURRX","ItemDory","Agent","DONNY",7,0.439,"43.670","126.673"
"4595",74,"A2XM0NXWJSURRX","ItemDory","Agent","sp",8,1.886,"27.430","--undefined--"
"4596",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","sp",1,0.738,"34.919","113.925"
"4597",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","NO",2,0.399,"63.180","103.087"
"4598",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","sp",3,0.13,"61.049","130.633"
"4599",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","BONNIE",4,0.389,"75.361","117.749"
"4600",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","IS",5,0.22,"56.784","92.268"
"4601",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","KICKING",6,0.359,"64.159","107.542"
"4602",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","LAURIE",7,0.469,"47.895","103.610"
"4603",76,"A2XM0NXWJSURRX","ItemBonnie","Agent","sp",8,0.708,"30.887","--undefined--"
"4604",80,"A2XM0NXWJSURRX","ItemSandy","Verb","sp",1,0.589,"34.476","120.454"
"4605",80,"A2XM0NXWJSURRX","ItemSandy","Verb","NO",2,0.409,"67.984","111.252"
"4606",80,"A2XM0NXWJSURRX","ItemSandy","Verb","SANDY",3,0.379,"71.722","108.864"
"4607",80,"A2XM0NXWJSURRX","ItemSandy","Verb","IS",4,0.239,"53.177","165.882"
"4608",80,"A2XM0NXWJSURRX","ItemSandy","Verb","PULLING",5,0.489,"70.390","126.601"
"4609",80,"A2XM0NXWJSURRX","ItemSandy","Verb","TORI",6,0.459,"50.330","141.756"
"4610",80,"A2XM0NXWJSURRX","ItemSandy","Verb","sp",7,0.479,"33.014","--undefined--"
"4611",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","sp",1,0.708,"34.955","128.025"
"4612",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","YES",2,0.479,"63.071","110.547"
"4613",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","BONNIE",3,0.439,"74.370","118.624"
"4614",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","IS",4,0.269,"62.978","108.747"
"4615",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","KICKING",5,0.399,"64.098","100.593"
"4616",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","LAURIE",6,0.439,"46.715","105.652"
"4617",81,"A2XM0NXWJSURRX","ItemBonnie","YesControl","sp",7,0.589,"31.517","--undefined--"
"4618",82,"A2XM0NXWJSURRX","ItemDory","YesControl","sp",1,0.938,"35.512","131.010"
"4619",82,"A2XM0NXWJSURRX","ItemDory","YesControl","YES",2,0.449,"67.546","114.036"
"4620",82,"A2XM0NXWJSURRX","ItemDory","YesControl","DORY",3,0.419,"75.567","137.529"
"4621",82,"A2XM0NXWJSURRX","ItemDory","YesControl","IS",4,0.309,"65.692","114.516"
"4622",82,"A2XM0NXWJSURRX","ItemDory","YesControl","POKING",5,0.399,"65.186","93.580"
"4623",82,"A2XM0NXWJSURRX","ItemDory","YesControl","DONNY",6,0.419,"44.539","136.547"
"4624",82,"A2XM0NXWJSURRX","ItemDory","YesControl","sp",7,0.668,"31.303","--undefined--"
"4625",84,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",1,0.569,"38.701","118.210"
"4626",84,"A2XM0NXWJSURRX","ItemBilly","Agent","NO",2,0.309,"62.022","98.034"
"4627",84,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",3,0.14,"54.320","150.547"
"4628",84,"A2XM0NXWJSURRX","ItemBilly","Agent","BILLY",4,0.319,"79.732","128.491"
"4629",84,"A2XM0NXWJSURRX","ItemBilly","Agent","IS",5,0.18,"60.569","103.466"
"4630",84,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",6,0.02,"71.915","100.266"
"4631",84,"A2XM0NXWJSURRX","ItemBilly","Agent","KISSING",7,0.389,"63.169","89.046"
"4632",84,"A2XM0NXWJSURRX","ItemBilly","Agent","ANDY",8,0.449,"44.704","127.229"
"4633",84,"A2XM0NXWJSURRX","ItemBilly","Agent","sp",9,0.439,"31.544","--undefined--"
"4634",8,"A2XM0NXWJSURRX","ItemDory","Verb","sp",1,1.487,"29.940","132.186"
"4635",8,"A2XM0NXWJSURRX","ItemDory","Verb","NO",2,0.419,"66.112","106.609"
"4636",8,"A2XM0NXWJSURRX","ItemDory","Verb","DORY",3,0.469,"78.303","119.612"
"4637",8,"A2XM0NXWJSURRX","ItemDory","Verb","IS",4,0.17,"50.057","--undefined--"
"4638",8,"A2XM0NXWJSURRX","ItemDory","Verb","sp",5,0.11,"77.910","155.627"
"4639",8,"A2XM0NXWJSURRX","ItemDory","Verb","POKING",6,0.519,"66.580","103.039"
"4640",8,"A2XM0NXWJSURRX","ItemDory","Verb","DONNY",7,0.479,"35.721","112.512"
"4641",8,"A2XM0NXWJSURRX","ItemDory","Verb","sp",8,1.666,"17.980","--undefined--"
"4642",10,"A30VAYXB85107X","ItemSandy","Patient","sp",1,0.589,"29.704","151.953"
"4643",10,"A30VAYXB85107X","ItemSandy","Patient","NO",2,0.239,"67.750","133.268"
"4644",10,"A30VAYXB85107X","ItemSandy","Patient","SANDY",3,0.489,"66.623","138.861"
"4645",10,"A30VAYXB85107X","ItemSandy","Patient","IS",4,0.18,"54.804","147.905"
"4646",10,"A30VAYXB85107X","ItemSandy","Patient","PULLING",5,0.359,"64.486","144.226"
"4647",10,"A30VAYXB85107X","ItemSandy","Patient","TORI",6,0.439,"63.092","122.034"
"4648",10,"A30VAYXB85107X","ItemSandy","Patient","sp",7,0.569,"29.595","--undefined--"
"4649",14,"A30VAYXB85107X","ItemBilly","Verb","sp",1,0.718,"29.969","--undefined--"
"4650",14,"A30VAYXB85107X","ItemBilly","Verb","NO",2,0.319,"69.782","134.970"
"4651",14,"A30VAYXB85107X","ItemBilly","Verb","sp",3,0.05,"55.759","134.666"
"4652",14,"A30VAYXB85107X","ItemBilly","Verb","BILLY",4,0.379,"63.957","138.636"
"4653",14,"A30VAYXB85107X","ItemBilly","Verb","IS",5,0.21,"66.395","131.550"
"4654",14,"A30VAYXB85107X","ItemBilly","Verb","KISSING",6,0.399,"62.300","124.817"
"4655",14,"A30VAYXB85107X","ItemBilly","Verb","ANDY",7,0.429,"62.398","116.753"
"4656",14,"A30VAYXB85107X","ItemBilly","Verb","sp",8,1.048,"28.153","--undefined--"
"4657",17,"A30VAYXB85107X","ItemDory","Patient","sp",1,0.589,"26.729","--undefined--"
"4658",17,"A30VAYXB85107X","ItemDory","Patient","NO",2,0.469,"68.209","121.073"
"4659",17,"A30VAYXB85107X","ItemDory","Patient","sp",3,0.07,"44.995","132.488"
"4660",17,"A30VAYXB85107X","ItemDory","Patient","DORY",4,0.309,"66.491","124.239"
"4661",17,"A30VAYXB85107X","ItemDory","Patient","IS",5,0.249,"60.386","122.225"
"4662",17,"A30VAYXB85107X","ItemDory","Patient","POKING",6,0.449,"59.436","123.484"
"4663",17,"A30VAYXB85107X","ItemDory","Patient","DONNY",7,0.469,"67.639","116.653"
"4664",17,"A30VAYXB85107X","ItemDory","Patient","sp",8,0.858,"28.422","--undefined--"
"4665",20,"A30VAYXB85107X","ItemSandy","Agent","sp",1,0.449,"29.034","--undefined--"
"4666",20,"A30VAYXB85107X","ItemSandy","Agent","NO",2,0.429,"69.073","131.190"
"4667",20,"A30VAYXB85107X","ItemSandy","Agent","sp",3,0.339,"36.417","120.740"
"4668",20,"A30VAYXB85107X","ItemSandy","Agent","SANDY",4,0.439,"68.503","153.551"
"4669",20,"A30VAYXB85107X","ItemSandy","Agent","IS",5,0.229,"63.272","147.944"
"4670",20,"A30VAYXB85107X","ItemSandy","Agent","PULLING",6,0.429,"61.289","119.828"
"4671",20,"A30VAYXB85107X","ItemSandy","Agent","TORI",7,0.399,"57.057","101.346"
"4672",20,"A30VAYXB85107X","ItemSandy","Agent","sp",8,0.379,"31.436","--undefined--"
"4673",21,"A30VAYXB85107X","ItemBilly","YesControl","sp",1,0.509,"29.350","--undefined--"
"4674",21,"A30VAYXB85107X","ItemBilly","YesControl","YES",2,0.499,"60.129","131.268"
"4675",21,"A30VAYXB85107X","ItemBilly","YesControl","sp",3,0.05,"28.556","--undefined--"
"4676",21,"A30VAYXB85107X","ItemBilly","YesControl","BILLY",4,0.289,"63.363","124.455"
"4677",21,"A30VAYXB85107X","ItemBilly","YesControl","IS",5,0.17,"64.524","130.297"
"4678",21,"A30VAYXB85107X","ItemBilly","YesControl","KISSING",6,0.359,"63.118","130.952"
"4679",21,"A30VAYXB85107X","ItemBilly","YesControl","ANDY",7,0.399,"58.153","108.096"
"4680",21,"A30VAYXB85107X","ItemBilly","YesControl","sp",8,0.728,"28.824","--undefined--"
"4681",26,"A30VAYXB85107X","ItemDory","YesControl","sp",1,0.668,"30.759","--undefined--"
"4682",26,"A30VAYXB85107X","ItemDory","YesControl","YES",2,0.449,"57.773","118.626"
"4683",26,"A30VAYXB85107X","ItemDory","YesControl","DORY",3,0.359,"66.546","125.792"
"4684",26,"A30VAYXB85107X","ItemDory","YesControl","IS",4,0.15,"52.749","120.629"
"4685",26,"A30VAYXB85107X","ItemDory","YesControl","POKING",5,0.289,"50.699","118.171"
"4686",26,"A30VAYXB85107X","ItemDory","YesControl","sp",6,0.06,"36.072","139.242"
"4687",26,"A30VAYXB85107X","ItemDory","YesControl","DONNY",7,0.469,"56.905","112.982"
"4688",26,"A30VAYXB85107X","ItemDory","YesControl","sp",8,0.459,"30.548","--undefined--"
"4689",28,"A30VAYXB85107X","ItemBonnie","Verb","sp",1,0.559,"27.352","--undefined--"
"4690",28,"A30VAYXB85107X","ItemBonnie","Verb","NO",2,0.359,"65.883","124.474"
"4691",28,"A30VAYXB85107X","ItemBonnie","Verb","sp",3,0.11,"31.868","--undefined--"
"4692",28,"A30VAYXB85107X","ItemBonnie","Verb","BONNIE",4,0.339,"65.513","126.517"
"4693",28,"A30VAYXB85107X","ItemBonnie","Verb","IS",5,0.14,"61.180","122.155"
"4694",28,"A30VAYXB85107X","ItemBonnie","Verb","KICKING",6,0.419,"58.946","127.558"
"4695",28,"A30VAYXB85107X","ItemBonnie","Verb","LAURIE",7,0.439,"61.432","108.964"
"4696",28,"A30VAYXB85107X","ItemBonnie","Verb","sp",8,0.639,"29.555","--undefined--"
"4697",30,"A30VAYXB85107X","ItemSandy","YesControl","sp",1,0.559,"28.023","--undefined--"
"4698",30,"A30VAYXB85107X","ItemSandy","YesControl","YES",2,0.489,"56.217","126.302"
"4699",30,"A30VAYXB85107X","ItemSandy","YesControl","sp",3,0.11,"35.753","--undefined--"
"4700",30,"A30VAYXB85107X","ItemSandy","YesControl","SANDY",4,0.369,"65.216","128.356"
"4701",30,"A30VAYXB85107X","ItemSandy","YesControl","IS",5,0.2,"62.142","134.703"
"4702",30,"A30VAYXB85107X","ItemSandy","YesControl","PULLING",6,0.379,"63.491","129.884"
"4703",30,"A30VAYXB85107X","ItemSandy","YesControl","TORI",7,0.419,"55.498","116.871"
"4704",30,"A30VAYXB85107X","ItemSandy","YesControl","sp",8,0.659,"28.139","--undefined--"
"4705",32,"A30VAYXB85107X","ItemDory","Verb","sp",1,0.419,"28.933","--undefined--"
"4706",32,"A30VAYXB85107X","ItemDory","Verb","NO",2,0.339,"67.458","125.880"
"4707",32,"A30VAYXB85107X","ItemDory","Verb","sp",3,0.239,"36.480","133.129"
"4708",32,"A30VAYXB85107X","ItemDory","Verb","DORY",4,0.279,"68.144","140.796"
"4709",32,"A30VAYXB85107X","ItemDory","Verb","IS",5,0.19,"55.727","131.430"
"4710",32,"A30VAYXB85107X","ItemDory","Verb","POKING",6,0.399,"60.696","135.174"
"4711",32,"A30VAYXB85107X","ItemDory","Verb","DONNY",7,0.539,"63.330","110.049"
"4712",32,"A30VAYXB85107X","ItemDory","Verb","sp",8,0.599,"30.101","--undefined--"
"4713",34,"A30VAYXB85107X","ItemBonnie","YesControl","sp",1,0.998,"27.775","--undefined--"
"4714",34,"A30VAYXB85107X","ItemBonnie","YesControl","YES",2,0.469,"61.178","121.918"
"4715",34,"A30VAYXB85107X","ItemBonnie","YesControl","sp",3,0.04,"30.382","--undefined--"
"4716",34,"A30VAYXB85107X","ItemBonnie","YesControl","BONNIE",4,0.299,"66.189","127.264"
"4717",34,"A30VAYXB85107X","ItemBonnie","YesControl","IS",5,0.17,"67.022","132.631"
"4718",34,"A30VAYXB85107X","ItemBonnie","YesControl","KICKING",6,0.499,"60.786","128.297"
"4719",34,"A30VAYXB85107X","ItemBonnie","YesControl","LAURIE",7,0.269,"58.870","116.437"
"4720",34,"A30VAYXB85107X","ItemBonnie","YesControl","sp",8,0.299,"31.327","--undefined--"
"4721",35,"A30VAYXB85107X","ItemSandy","Verb","sp",1,0.539,"30.081","--undefined--"
"4722",35,"A30VAYXB85107X","ItemSandy","Verb","NO",2,0.279,"66.327","125.082"
"4723",35,"A30VAYXB85107X","ItemSandy","Verb","sp",3,0.05,"38.548","--undefined--"
"4724",35,"A30VAYXB85107X","ItemSandy","Verb","SANDY",4,0.409,"68.339","139.415"
"4725",35,"A30VAYXB85107X","ItemSandy","Verb","IS",5,0.289,"54.818","127.478"
"4726",35,"A30VAYXB85107X","ItemSandy","Verb","PULLING",6,0.559,"67.971","132.330"
"4727",35,"A30VAYXB85107X","ItemSandy","Verb","TORI",7,0.449,"59.253","125.414"
"4728",35,"A30VAYXB85107X","ItemSandy","Verb","sp",8,0.289,"33.546","--undefined--"
"4729",37,"A30VAYXB85107X","ItemBilly","Agent","sp",1,0.579,"30.368","--undefined--"
"4730",37,"A30VAYXB85107X","ItemBilly","Agent","NO",2,0.339,"66.846","127.462"
"4731",37,"A30VAYXB85107X","ItemBilly","Agent","sp",3,0.479,"40.384","137.853"
"4732",37,"A30VAYXB85107X","ItemBilly","Agent","BILLY",4,0.459,"71.521","125.411"
"4733",37,"A30VAYXB85107X","ItemBilly","Agent","IS",5,0.489,"52.991","117.606"
"4734",37,"A30VAYXB85107X","ItemBilly","Agent","KISSING",6,0.409,"61.092","118.101"
"4735",37,"A30VAYXB85107X","ItemBilly","Agent","ANDY",7,0.439,"58.703","107.953"
"4736",37,"A30VAYXB85107X","ItemBilly","Agent","sp",8,0.459,"31.697","--undefined--"
"4737",41,"A30VAYXB85107X","ItemDory","Patient","sp",1,0.479,"27.909","--undefined--"
"4738",41,"A30VAYXB85107X","ItemDory","Patient","NO",2,0.269,"65.490","123.621"
"4739",41,"A30VAYXB85107X","ItemDory","Patient","sp",3,0.279,"32.033","--undefined--"
"4740",41,"A30VAYXB85107X","ItemDory","Patient","DORY",4,0.279,"69.507","135.803"
"4741",41,"A30VAYXB85107X","ItemDory","Patient","IS",5,0.16,"63.987","133.722"
"4742",41,"A30VAYXB85107X","ItemDory","Patient","POKING",6,0.429,"63.432","130.309"
"4743",41,"A30VAYXB85107X","ItemDory","Patient","DONNY",7,0.489,"64.370","121.898"
"4744",41,"A30VAYXB85107X","ItemDory","Patient","sp",8,0.239,"32.193","--undefined--"
"4745",43,"A30VAYXB85107X","ItemBonnie","Verb","sp",1,0.609,"31.633","124.024"
"4746",43,"A30VAYXB85107X","ItemBonnie","Verb","NO",2,0.349,"69.013","126.070"
"4747",43,"A30VAYXB85107X","ItemBonnie","Verb","sp",3,0.15,"38.258","133.643"
"4748",43,"A30VAYXB85107X","ItemBonnie","Verb","BONNIE",4,0.349,"67.236","126.592"
"4749",43,"A30VAYXB85107X","ItemBonnie","Verb","IS",5,0.2,"60.087","127.094"
"4750",43,"A30VAYXB85107X","ItemBonnie","Verb","KICKING",6,0.439,"63.642","129.070"
"4751",43,"A30VAYXB85107X","ItemBonnie","Verb","LAURIE",7,0.429,"65.005","115.727"
"4752",43,"A30VAYXB85107X","ItemBonnie","Verb","sp",8,0.619,"29.659","--undefined--"
"4753",45,"A30VAYXB85107X","ItemSandy","YesControl","sp",1,0.768,"30.481","--undefined--"
"4754",45,"A30VAYXB85107X","ItemSandy","YesControl","YES",2,0.469,"61.398","123.859"
"4755",45,"A30VAYXB85107X","ItemSandy","YesControl","sp",3,0.12,"35.000","--undefined--"
"4756",45,"A30VAYXB85107X","ItemSandy","YesControl","SANDY",4,0.469,"68.326","132.771"
"4757",45,"A30VAYXB85107X","ItemSandy","YesControl","IS",5,0.17,"66.123","135.882"
"4758",45,"A30VAYXB85107X","ItemSandy","YesControl","PULLING",6,0.429,"62.125","131.938"
"4759",45,"A30VAYXB85107X","ItemSandy","YesControl","TORI",7,0.429,"61.489","119.508"
"4760",45,"A30VAYXB85107X","ItemSandy","YesControl","sp",8,0.938,"29.188","--undefined--"
"4761",46,"A30VAYXB85107X","ItemBonnie","Patient","sp",1,0.778,"32.039","--undefined--"
"4762",46,"A30VAYXB85107X","ItemBonnie","Patient","NO",2,0.349,"67.584","125.210"
"4763",46,"A30VAYXB85107X","ItemBonnie","Patient","sp",3,0.229,"39.715","133.546"
"4764",46,"A30VAYXB85107X","ItemBonnie","Patient","BONNIE",4,0.329,"64.598","126.929"
"4765",46,"A30VAYXB85107X","ItemBonnie","Patient","IS",5,0.18,"59.430","127.007"
"4766",46,"A30VAYXB85107X","ItemBonnie","Patient","sp",6,0.18,"28.848","--undefined--"
"4767",46,"A30VAYXB85107X","ItemBonnie","Patient","KICKING",7,0.419,"57.602","128.353"
"4768",46,"A30VAYXB85107X","ItemBonnie","Patient","LAURIE",8,0.429,"61.110","122.367"
"4769",46,"A30VAYXB85107X","ItemBonnie","Patient","sp",9,0.429,"29.972","--undefined--"
"4770",49,"A30VAYXB85107X","ItemBilly","Patient","sp",1,0.419,"30.002","153.147"
"4771",49,"A30VAYXB85107X","ItemBilly","Patient","NO",2,0.359,"65.503","123.767"
"4772",49,"A30VAYXB85107X","ItemBilly","Patient","sp",3,0.259,"36.209","121.385"
"4773",49,"A30VAYXB85107X","ItemBilly","Patient","BILLY",4,0.299,"64.038","140.746"
"4774",49,"A30VAYXB85107X","ItemBilly","Patient","IS",5,0.16,"57.621","156.398"
"4775",49,"A30VAYXB85107X","ItemBilly","Patient","KISSING",6,0.399,"60.504","141.186"
"4776",49,"A30VAYXB85107X","ItemBilly","Patient","ANDY",7,0.549,"59.554","119.047"
"4777",49,"A30VAYXB85107X","ItemBilly","Patient","sp",8,0.279,"32.352","--undefined--"
"4778",51,"A30VAYXB85107X","ItemDory","Agent","sp",1,0.728,"29.877","--undefined--"
"4779",51,"A30VAYXB85107X","ItemDory","Agent","NO",2,0.379,"65.824","124.760"
"4780",51,"A30VAYXB85107X","ItemDory","Agent","sp",3,0.11,"38.156","--undefined--"
"4781",51,"A30VAYXB85107X","ItemDory","Agent","DORY",4,0.639,"64.399","128.051"
"4782",51,"A30VAYXB85107X","ItemDory","Agent","IS",5,0.17,"58.258","112.281"
"4783",51,"A30VAYXB85107X","ItemDory","Agent","POKING",6,0.459,"54.803","114.635"
"4784",51,"A30VAYXB85107X","ItemDory","Agent","DONNY",7,0.449,"60.258","107.513"
"4785",51,"A30VAYXB85107X","ItemDory","Agent","sp",8,0.249,"30.500","--undefined--"
"4786",52,"A30VAYXB85107X","ItemBonnie","YesControl","sp",1,0.479,"26.772","--undefined--"
"4787",52,"A30VAYXB85107X","ItemBonnie","YesControl","YES",2,0.519,"58.788","116.870"
"4788",52,"A30VAYXB85107X","ItemBonnie","YesControl","sp",3,0.239,"29.413","--undefined--"
"4789",52,"A30VAYXB85107X","ItemBonnie","YesControl","BONNIE",4,0.329,"64.193","127.756"
"4790",52,"A30VAYXB85107X","ItemBonnie","YesControl","IS",5,0.19,"65.562","133.383"
"4791",52,"A30VAYXB85107X","ItemBonnie","YesControl","KICKING",6,0.409,"59.380","134.159"
